index,Tahun,Comments,preprocessed,tokenize_text,label,score
1642,2023,Kak williy aku juga sering nonton live kak dan komen kok gak dapet apa² kak,pergi bal gili bawa spirtus bang willie richad kah pinjam ratus hhehehehehehe richard le,"['pergi', 'bal', 'gili', 'bawa', 'spirtus', 'bang', 'willie', 'richad', 'kah', 'pinjam', 'ratus', 'hhehehehehehe', 'richard', 'le']",positif,-4
1643,2023,  tau belom dihapus nieh??,kasih kak willi butuh,"['kasih', 'kak', 'willi', 'butuh']",negatif,-4
1645,2023,aku mau wil ????????,bantu kak obat jantung,"['bantu', 'kak', 'obat', 'jantung']",negatif,-4
1646,2023,bagi2 tiket berangkat umroh aja bank Willy,kak williy tonton live kak komen apa kak,"['kak', 'williy', 'tonton', 'live', 'kak', 'komen', 'apa', 'kak']",negatif,-4
1647,2023,Tim yang belum pernah dapet ________),tau hapus nieh wajah gembira urai air mata,"['tau', 'hapus', 'nieh', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1648,2023,Tgl 3juni udah keleawat...,wil wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['wil', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,-4
1649,2024,"Beda kelas, beda selera lagunya ??????????",bagibagi tiket berangkat umroh bank willy,"['bagibagi', 'tiket', 'berangkat', 'umroh', 'bank', 'willy']",negatif,-4
1650,2024,Kak nonton film Godzilla x kong the new Empire,tim ,['tim'],negatif,-4
1651,2024,??????????3 calon president diajak main.... CRAZY RICE,tanggal juni keleawat,"['tanggal', 'juni', 'keleawat']",negatif,-4
1652,2024,Prabowo si paling gemoy????????,beda kelas beda selera lagu wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['beda', 'kelas', 'beda', 'selera', 'lagu', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1653,2024,kak Willy bagi dong jangan orang presiden yang dibagi saya kak Willy butuh untuk sekolah untuk usaha bagi dong kak beli masak malah yang dibagi presiden aku pun mau keliling,kak tonton film godzilla kali kong the new empire,"['kak', 'tonton', 'film', 'godzilla', 'kali', 'kong', 'the', 'new', 'empire']",negatif,-4
1654,2024,Awas kena sentil bola mata itu,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata calon president ajak main crazy rice,"['wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'calon', 'president', 'ajak', 'main', 'crazy', 'rice']",negatif,-4
1655,2024,Gelap bamget,prabowo sih gemoy wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['prabowo', 'sih', 'gemoy', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-4
1656,2024,Uangnya buat mabok hahaha ktl,kak willy orang presiden bagi kak willy butuh sekolah usaha kak beli masak bagi presiden keliling,"['kak', 'willy', 'orang', 'presiden', 'bagi', 'kak', 'willy', 'butuh', 'sekolah', 'usaha', 'kak', 'beli', 'masak', 'bagi', 'presiden', 'keliling']",negatif,-4
1657,2024,Bau ketek gk,awas kena sentil bola mata,"['awas', 'kena', 'sentil', 'bola', 'mata']",negatif,-4
1658,2024,Salah nangkep,gelap bamget,"['gelap', 'bamget']",negatif,-4
1659,2024,Apapun yg Lo mau liat bio gue gas,uang mabok hahaha ktl,"['uang', 'mabok', 'hahaha', 'ktl']",negatif,-4
1660,2024,Terlalu banyak mabok itu mega,bau ketek,"['bau', 'ketek']",negatif,-4
1661,2024,Momen terakhirnya rada gelap ya,salah nangkep,"['salah', 'nangkep']",negatif,-4
1662,2024,Kok gelap ya,apa lo lihat bio gue gas,"['apa', 'lo', 'lihat', 'bio', 'gue', 'gas']",negatif,-4
1663,2024,  gamau ah lebay,mabok mega,"['mabok', 'mega']",negatif,-4
1664,2024,  aaaaa dibalesss ??,momen akhir rada gelap ya,"['momen', 'akhir', 'rada', 'gelap', 'ya']",negatif,-4
1665,2024,"Bang Willie sudah pernah coba udang selingkuh , hanya ada di Wamena Papua pegunungan ??",gelap ya,"['gelap', 'ya']",negatif,-4
1666,2024,Kalau di tempatq namanya udang gala atau bahasa jawanya Congga hehee,ah lebay,"['ah', 'lebay']",negatif,-4
1667,2024,Kk Willie akuau dong iPhone ny aku cuman pake hape orang tua ????????,a dibales wajah senyum lebar mata hati,"['a', 'dibales', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-4
1668,2024,"Kak Willie aku mau THR dong , aku belum kebagian baru pertama kali minta dari dulu komen gk pernah dibalas",bang willie coba udang selingkuh wamena papua gunung jempol ke atas,"['bang', 'willie', 'coba', 'udang', 'selingkuh', 'wamena', 'papua', 'gunung', 'jempol', 'ke', 'atas']",netral,-4
1669,2024,Kak jangan berhenti,tempatq nama udang gala bahasa jawanya congga hehe,"['tempatq', 'nama', 'udang', 'gala', 'bahasa', 'jawanya', 'congga', 'hehe']",netral,-4
1670,2024,Aku stress sama temen ku gara2 mlbb,willie akuau iphone nya cuman pakai hape orang tua wajah renung wajah renung wajah renung wajah renung,"['willie', 'akuau', 'iphone', 'nya', 'cuman', 'pakai', 'hape', 'orang', 'tua', 'wajah', 'renung', 'wajah', 'renung', 'wajah', 'renung', 'wajah', 'renung']",netral,-4
1671,2024,Kak will jangan berhenti bikin kontennya ????,kak willie thr bagi kali komen balas,"['kak', 'willie', 'thr', 'bagi', 'kali', 'komen', 'balas']",netral,-4
1672,2024,Tim gak pernah ngemiss--------->>,kak henti,"['kak', 'henti']",negatif,-4
1674,2024,Mangat will??,stres teman ku garagara mlb,"['stres', 'teman', 'ku', 'garagara', 'mlb']",negatif,-4
1675,2024,"Lucu, kayak anak SD lagi mainan????",kak wil henti bikin konten wajah memelas wajah memelas,"['kak', 'wil', 'henti', 'bikin', 'konten', 'wajah', 'memelas', 'wajah', 'memelas']",positif,-4
1676,2024,Semoga dapet Rizky mampir ke ulta aq tgl 17juni,tim ngemis,"['tim', 'ngemis']",negatif,-4
1677,2024,Kak wili tolong bantu aku kak??,mangat wil lengan otot,"['mangat', 'wil', 'lengan', 'otot']",positif,-4
1678,2024,Bukan soal materi tpi nikah jga butuh kuat lahir batin woi,lucu kayak anak sd main wajah gembira urai air mata wajah gembira urai air mata,"['lucu', 'kayak', 'anak', 'sd', 'main', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-4
1679,2024,"Ini bikin miris, kok kasus dirut TVRI kayak gini aja terus ya?      .jabar  .kpk          .polri  ",moga rizky mampir ulta tanggal juni,"['moga', 'rizky', 'mampir', 'ulta', 'tanggal', 'juni']",negatif,-4
1680,2024,"Kapan giliran aku Y bg willie,salam dari Sumatra Utara,jangan php an bg willie",kak wili tolong bantu kak wajah menang,"['kak', 'wili', 'tolong', 'bantu', 'kak', 'wajah', 'menang']",negatif,-4
1682,2024,Ka. Demi kk nie.  Bikin Ig biar bisa di bls chat saya kak. Pengen motor kak.  Skrg butuh banget kk. Bekas juga ga PP kak??,materi nikah butuh kuat lahir batin woi,"['materi', 'nikah', 'butuh', 'kuat', 'lahir', 'batin', 'woi']",negatif,-4
1683,2024,Uda 6 th????????,bikin miris dirut tvri kayak ya jabar kpk polri,"['bikin', 'miris', 'dirut', 'tvri', 'kayak', 'ya', 'jabar', 'kpk', 'polri']",negatif,-4
1684,2024,Salam dua jari k,gilir ya bang willie salam sumatra utara php an bang willie,"['gilir', 'ya', 'bang', 'willie', 'salam', 'sumatra', 'utara', 'php', 'an', 'bang', 'willie']",negatif,-4
1685,2024,oke gas oke gas,kak bikin ig biar balas chat kak pengin motor kak butuh banget bekas p kak wajah menang,"['kak', 'bikin', 'ig', 'biar', 'balas', 'chat', 'kak', 'pengin', 'motor', 'kak', 'butuh', 'banget', 'bekas', 'p', 'kak', 'wajah', 'menang']",negatif,-4
1686,2024,Menyala abangku??,wajah menang wajah menang wajah menang wajah menang,"['wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-4
1687,2024,Sappok sama mukanya pak anies disini kok item beut yak??,salam jari,"['salam', 'jari']",negatif,-4
1688,2024,"Lukisannya beneran bagus, hidup",oke gas oke gas,"['oke', 'gas', 'oke', 'gas']",negatif,-4
1689,2024,setingan anj,nyala abang panggil saya,"['nyala', 'abang', 'panggil', 'saya']",positif,-4
1690,2024,Tangan ny udh mau ambil duit dahh????,sappok muka anies item banget ya,"['sappok', 'muka', 'anies', 'item', 'banget', 'ya']",negatif,-4
1691,2024,yang lain jadi nyamuk ??????,lukis benar bagus hidup,"['lukis', 'benar', 'bagus', 'hidup']",positif,-4
1692,2024,Bikin baper????,ting anjing,"['ting', 'anjing']",negatif,-4
1693,2024,Gua curiga Instagram ini bot soalnya dri sekian banyakkk g kpernah gua liat bales Komen wkkwwkkw,tangan nya ambil duit deh moa moa,"['tangan', 'nya', 'ambil', 'duit', 'deh', 'moa', 'moa']",negatif,-4
1694,2024,26 deh. Sama kayak aku??,nyamuk wajah menang keras wajah menang keras wajah menang keras,"['nyamuk', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",positif,-4
1695,2024,Bg pengen bukak usaha pangkas bg.. Tapi belum ad modal bg.,bikin bawa asa wajah beri cium dengan mata tutup wajah senyum,"['bikin', 'bawa', 'asa', 'wajah', 'beri', 'cium', 'dengan', 'mata', 'tutup', 'wajah', 'senyum']",positif,-4
1697,2024,"Kak wil ,hape bekas aja kak,hp aku udh lemot",gua curiga instagram bot sekian kpernah gua lihat balas komen wkkwwkkw,"['gua', 'curiga', 'instagram', 'bot', 'sekian', 'kpernah', 'gua', 'lihat', 'balas', 'komen', 'wkkwwkkw']",negatif,-4
1698,2024,"Bang will tolong kasih saya kerjaan dong,lagi nganggur ne anak 4,kerjaan apa aja yg penting kerja dan halal",deh kayak wajah gembira urai air mata,"['deh', 'kayak', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1699,2024,Yang komen kayak gitu gak mikir,bang pengin buka usaha pangkas bang modal bang,"['bang', 'pengin', 'buka', 'usaha', 'pangkas', 'bang', 'modal', 'bang']",negatif,-4
1700,2024,Gini nih manusia kalau sifat buruk seseorang di ingat sedangkan baik nya di lupakan wkwk,kak wil hape bekas kak hp lot,"['kak', 'wil', 'hape', 'bekas', 'kak', 'hp', 'lot']",netral,-4
1701,2024,Emng williiiy bcot bnyk omong,bang wil tolong kasih kerja nganggur anak kerja kerja halal,"['bang', 'wil', 'tolong', 'kasih', 'kerja', 'nganggur', 'anak', 'kerja', 'kerja', 'halal']",negatif,-4
1702,2024,"yey hp, Tapi gabakal dapet. Terlalu berharap salah, tapi pengen",komen kayak mikir,"['komen', 'kayak', 'mikir']",negatif,-4
1703,2024,Sampe sekarang blum pernh yg komen di sini dapet....inimh omong dong,nih manusia sifat buruk nya lupa wkwk,"['nih', 'manusia', 'sifat', 'buruk', 'nya', 'lupa', 'wkwk']",negatif,-4
1704,2024,BTW bang will udh tgl 3 aja nih bang will bukany gif handphone ny tgl 3 yah ?? udh paket lengkap nih,williiy bcot omong,"['williiy', 'bcot', 'omong']",negatif,-4
1705,2024,"Ngga minta macem macem cuma mau didoain biar bisa jadi kaya abang , AAAMIIINN",yey hp harap salah pengin,"['yey', 'hp', 'harap', 'salah', 'pengin']",negatif,-4
1706,2024,BANG WILL..PENGEN HP AIPON NYA DONG BUAT BELAJAR JADI CONTEN CREATOR ????,pernh komen inimh omong,"['pernh', 'komen', 'inimh', 'omong']",negatif,-4
1707,2024,Cek DM kak (urgent) ????,btw bang wil tanggal nih bang wil bukany gif handphone nya tanggal ya lipat tangan paket lengkap nih,"['btw', 'bang', 'wil', 'tanggal', 'nih', 'bang', 'wil', 'bukany', 'gif', 'handphone', 'nya', 'tanggal', 'ya', 'lipat', 'tangan', 'paket', 'lengkap', 'nih']",negatif,-4
1708,2020,Huhu ganteng poll,didoain biar kayak abang amin,"['didoain', 'biar', 'kayak', 'abang', 'amin']",positif,-3
1709,2020,Kasih aku tantangan hadiah iphone dong kak??,bang wil pengin hp aipon nya ajar conten creator lipat tangan wajah senyum dengan air mata,"['bang', 'wil', 'pengin', 'hp', 'aipon', 'nya', 'ajar', 'conten', 'creator', 'lipat', 'tangan', 'wajah', 'senyum', 'dengan', 'air', 'mata']",netral,-3
1710,2020,Bls dong plis??,cek dm kak urgent lipat tangan warna kulit cerah,"['cek', 'dm', 'kak', 'urgent', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",netral,-3
1711,2020,Tolong aku kak??,huhu ganteng pol,"['huhu', 'ganteng', 'pol']",positif,-3
1712,2020,Ka Wily mau main mesin capit dong,kasih tantang hadiah iphone kak wajah menang,"['kasih', 'tantang', 'hadiah', 'iphone', 'kak', 'wajah', 'menang']",negatif,-3
1713,2020,Ko pengen ikut main mesin capit dong buat modal kerja ??,balas plis wajah menang,"['balas', 'plis', 'wajah', 'menang']",negatif,-3
1714,2020,   ka balas dm ku dong ??,tolong kak wajah menang keras,"['tolong', 'kak', 'wajah', 'menang', 'keras']",netral,-3
1715,2020,Bingung mau pilih mana 22nya cogan????,kak wily main mesin capit,"['kak', 'wily', 'main', 'mesin', 'capit']",netral,-3
1716,2020,Aaaaa ganteng polll,pengin main mesin capit modal kerja lipat tangan,"['pengin', 'main', 'mesin', 'capit', 'modal', 'kerja', 'lipat', 'tangan']",netral,-3
1717,2020,"Kalo  bisa 22nya kenapa harus pilih satu?? aseeekk, 22nya gantng!!!! ?",kak balas dm ku wajah menang,"['kak', 'balas', 'dm', 'ku', 'wajah', 'menang']",netral,-3
1718,2020,"Kenapa harus milih, kalo cuman halu??",bingung pilih duaduanya cowok ganteng wajah gembira urai air mata jempol ke atas,"['bingung', 'pilih', 'duaduanya', 'cowok', 'ganteng', 'wajah', 'gembira', 'urai', 'air', 'mata', 'jempol', 'ke', 'atas']",positif,-3
1719,2020,Hai kak??????,a ganteng pol,"['a', 'ganteng', 'pol']",positif,-3
1721,2020,Bales DM aku ka plis ?? ,kalo duaduanya pilih wajah gembira urai air mata aseek duaduanya ganteng,"['kalo', 'duaduanya', 'pilih', 'wajah', 'gembira', 'urai', 'air', 'mata', 'aseek', 'duaduanya', 'ganteng']",positif,-3
1722,2020,Ganteng kek gini sumpah ?? ,pilih kalo cuman halu wajah menang keras,"['pilih', 'kalo', 'cuman', 'halu', 'wajah', 'menang', 'keras']",positif,-3
1723,2020,"Ko cek dm ya,sy ada kirim foto penting????????",hai kak wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['hai', 'kak', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-3
1724,2020,Koko hawtie????,balas dm kak plis wajah menang,"['balas', 'dm', 'kak', 'plis', 'wajah', 'menang']",netral,-3
1725,2020,Gila Willi dulu Badas banget ????,ganteng kayak sumpah wajah memelas,"['ganteng', 'kayak', 'sumpah', 'wajah', 'memelas']",positif,-3
1726,2020,  never give up kak ?,cek dm ya kirim foto wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['cek', 'dm', 'ya', 'kirim', 'foto', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",positif,-3
1727,2020,Njay sixpack,koko hawtie dua hati wajah senyum lebar mata hati,"['koko', 'hawtie', 'dua', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-3
1728,2020,Ganteng kayak gini bang??,gila willi badas banget wajah menang keras wajah menang keras,"['gila', 'willi', 'badas', 'banget', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",positif,-3
1729,2020,"  ,ternyata gini dulu badan ka wilie",never give up kak tangan kepal ke atas,"['never', 'give', 'up', 'kak', 'tangan', 'kepal', 'ke', 'atas']",positif,-3
1730,2020,Berdamage badan nya yg dlu bg wkwk,anjay sixpack,"['anjay', 'sixpack']",positif,-3
1731,2020,ya ampunn perut nyaa????,ganteng kayak bang jempol ke atas,"['ganteng', 'kayak', 'bang', 'jempol', 'ke', 'atas']",positif,-3
1732,2020,ko will kalo bs cek dm ya ??????,badan kak wilie,"['badan', 'kak', 'wilie']",positif,-3
1733,2020,  bg mau hp dong buat usaha amin,berdamage badan nya bang wkwk,"['berdamage', 'badan', 'nya', 'bang', 'wkwk']",positif,-3
1734,2020,Ka Wily aku mau main mesin capit dong,ya ampun perut nya wajah sipu hati hitam,"['ya', 'ampun', 'perut', 'nya', 'wajah', 'sipu', 'hati', 'hitam']",positif,-3
1735,2020,Ganteng poll,wil kalo cek dm ya lipat tangan warna kulit cerah wajah memelas,"['wil', 'kalo', 'cek', 'dm', 'ya', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'wajah', 'memelas']",netral,-3
1736,2020,"Sama sperti yg lainnya, semoga dibaca dm sy????",bang hp usaha amin,"['bang', 'hp', 'usaha', 'amin']",netral,-3
1737,2020,"Buat belajar,,??",kak wily main mesin capit,"['kak', 'wily', 'main', 'mesin', 'capit']",netral,-3
1738,2020,Ka bls dm aku dong??,ganteng pol,"['ganteng', 'pol']",positif,-3
1739,2020,di FB ga dapat dapat . saya download ig buat mengikuti willy,moga baca dm wajah balik wajah balik,"['moga', 'baca', 'dm', 'wajah', 'balik', 'wajah', 'balik']",netral,-3
1740,2020,Bang sy dpt Msgr klu diminta Data pribadi dari Abang ..apa betul Bang,ajar wajah menang,"['ajar', 'wajah', 'menang']",netral,-3
1741,2020,Ka wil aku pengen dong dapt hadiah iPhone kaya yg lain ka??,kak balas dm wajah menang,"['kak', 'balas', 'dm', 'wajah', 'menang']",netral,-3
1742,2020,"Bang willie aku mau iphone dong,soalnya aku iri liat teman aku pada pake iphone????",fb download ig ikut willy,"['fb', 'download', 'ig', 'ikut', 'willy']",netral,-3
1743,2020,Kakak wilie boleh main mesin capit gak,bang msgr data pribadi abang bang,"['bang', 'msgr', 'data', 'pribadi', 'abang', 'bang']",netral,-3
1744,2020,Ka wil mau main mesin capit boleh ga?,kak wil pengin dapt hadiah iphone kayak kak wajah menang,"['kak', 'wil', 'pengin', 'dapt', 'hadiah', 'iphone', 'kayak', 'kak', 'wajah', 'menang']",negatif,-3
1745,2020,Aku pengen juga kyk org lain dpt iPhone dari kk,bang willie iphone iri lihat teman pakai iphone wajah menang wajah menang keras,"['bang', 'willie', 'iphone', 'iri', 'lihat', 'teman', 'pakai', 'iphone', 'wajah', 'menang', 'wajah', 'menang', 'keras']",netral,-3
1746,2020,Pilih paling blakang karna.... ( liat exp nya)  terkadang barang lama itu taro di depan dan barang baru taro di belakang.. knp biar yg lama cpt abis laahhh yakali yg baru cpt abis?????? pengalaman kerja di haruskan begitu mau toko mau resto dll pasti kek gth bahkan gorengan pun begitu ????,kakak wilie main mesin capit,"['kakak', 'wilie', 'main', 'mesin', 'capit']",netral,-3
1747,2020,Bismillah hp baru buat belajar online ga punya hp yg muat banyak aplikasi soal nya ??,kak wil main mesin capit,"['kak', 'wil', 'main', 'mesin', 'capit']",netral,-3
1748,2020,Bang bagi thr buat mudik dong,pengin kayak orang iphone,"['pengin', 'kayak', 'orang', 'iphone']",netral,-3
1749,2020,"finishhhhh, udah aku like kak semua postingan kak willie hehehe 1jam lebih buat di ignya kak willie ngelike sampe pending hp saya",pilih blakang lihat exp nya terkadang barang taro barang taro biar cepat habis laah yakali cepat habis wajah dengan tangan tutup mulut wajah dengan tangan tutup mulut wajah dengan tangan tutup mulut alam kerja harus toko resto kayak gth goreng tertawa terbahakbahak tertawa terbahakbahak,"['pilih', 'blakang', 'lihat', 'exp', 'nya', 'terkadang', 'barang', 'taro', 'barang', 'taro', 'biar', 'cepat', 'habis', 'laah', 'yakali', 'cepat', 'habis', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'alam', 'kerja', 'harus', 'toko', 'resto', 'kayak', 'gth', 'goreng', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",netral,-3
1750,2020,Finish spam like bang  ,bismillah hp ajar online hp muat aplikasi nya wajah menang,"['bismillah', 'hp', 'ajar', 'online', 'hp', 'muat', 'aplikasi', 'nya', 'wajah', 'menang']",negatif,-3
1751,2020,   kak  will bales dongggg ??,bang thr mudik,"['bang', 'thr', 'mudik']",negatif,-3
1752,2020,Lucu skali kak willy meluk boneka...kpan saya di ajak main mesin capit..solo hadir kak,finish like kak postingan kak willie hehehe jam ignya kak willie ngelike pending hp,"['finish', 'like', 'kak', 'postingan', 'kak', 'willie', 'hehehe', 'jam', 'ignya', 'kak', 'willie', 'ngelike', 'pending', 'hp']",netral,-3
