,Tahun,Comments,preprocessed,,
5021,2023,Namanya mirip kayak anakku ???,nama kayak anak hati merah,,
5022,2023,Calonny rayyanza,calonny rayyanza,,
5023,2023,next: pertama kali sophia bilang "full poweerrr",next kali sophia bilang ful poweer,,
5024,2023,Sophiaa kita bestihh pokonyaa yaa??? boleh pinjem dulu seratus???,sophia bestih pokok ya hati merah pinjem ratus wajah gembira urai air mata,,
5025,2023,Duhh sophia.... Bando2 mu bikin baju2 ku pada minder??,duh sophia bando mu bikin bajubaju ku minder wajah gembira urai air mata,,
5026,2023,Cantik bget dekk????,cantik banget dek wajah senyum lebar mata hati wajah senyum lebar mata hati,,
5027,2023,Shophia:apa itu info loker??,shophia info loker,,
5028,2023,"Sopia kita ultahnya sama tau, boleh pinjem dulu ga seratus",sopia ultahnya tau pinjem ratus,,
5029,2023,@sophianoduit username u kak??,username lu kak wajah menang keras,,
5030,2023,anaknya full senyumm lahir dikeluarga kaya????,anak ful senyum lahir keluarga kayak wajah menang keras wajah gembira urai air mata,,
5031,2023,Selamat berbahagia ka Jes no limit dan ka sisca,selamat bahagia kak jes no limit kak sisca,,
5032,2023,Iiii lahirnyaa barengan sama ulang tahun kuuu??????,i lahir bareng ulang ku hati cokelat hati cokelat hati cokelat,,
5033,2023,Mimpi apa itu bocah bs jd anak nya orkay...,mimpi bocah anak nya orkay,,
5034,2023,Lucu naaaaa,lucu nya,,
5035,2023,@nhy.manny bun liat bun,manny bun lihat bun,,
5036,2024,Libby adalah baju ternyata untuk bayii sii??? anak aku aja udah mau 3th baju nya Libby smua,libby baju bayi sih hati merah anak th baju nya libby,,
5037,2024,Yg mau kembaran sama Sophia pake @libbybaby dengan harga coret bisa join group kita klik link di bio ya ???,kembar sophia pakai harga coret join group klik link bio ya hati merah,,
5038,2024,Bajunya cantik  dan lucu,baju cantik lucu,,
5039,2024,Anak aku juga pake libby emang nyamn & lembut,anak pakai libby nyamn lembut,,
5040,2024,Yakin sisca pake libby? Murah meriah banget soalnya libby mah ??,sisca pakai libby murah riah banget libby mah wajah senyum lebar dan keringat,,
5041,2024,siapa namanya libby?,nama libby,,
5042,2024,kembaran gimana??,kembar wajah menang,,
5043,2024,Setahun belom ada baju nya udah stock ampe 14 tahun ????????,tahun baju nya stock wajah menang keras wajah menang keras wajah menang keras wajah menang keras,,
5044,2024,"Alhamdulillah aku jg Uda keliling dunia nih kita samaan, keliling dunia monopoli maksudnya ??",alhamdulillah keliling dunia nih sama keliling dunia monopoli maksud wajah gembira urai air mata,,
5045,2024,"waduuuh q ke Jakarta aja gak pernah, ini adek Sofia udah mau keliling dunua aja ???? ajakin dooonk ??",waduuh ku jakarta adek sofia keliling dunua wajah senyum dengan hati wajah senyum dengan hati ajak doonk wajah senyum lebar mata hati,,
5046,2024,Apalah daya hanya keliling komplek??,apa daya keliling komplek wajah menang keras,,
5047,2024,Boleh tuh baju bekasnya buat anak ku mak,tuh baju bekas anak ku mak,,
5048,2024,@rhdtlaisyyyyy ??,wajah dengan mulut buka,,
5049,2024,aku keliling bundaran hi aja,keliling bundar hi,,
5050,2024,@teteh_farah itu kalo sekelas kita kita ini ya di cuci klo skelas mereka abis pake buang kali yak??,kalo kelas ya cuci kalo skelas habis pakai buang kali ya wajah gembira urai air mata,,
5051,2024,"sophia keliling dunia , anak gue keliling rt am neneknya itu juga nagih uang mushola ??",sophia keliling dunia anak gue keliling rt nenek nagih uang mushola wajah gembira urai air mata,,
5052,2024,Hype girl collection sama baju anakku terharu??,hype girl collection baju anak haru wajah menang keras,,
5053,2024,Baju2 dari libby tuh enak2 bgt pkkx. Anakku suka kupakein libby tp krna harganya agak menengah keatas jd ga semua kupake libby nya ???,bajubaju libby tuh enak banget pkkx anak suka kupakein libby harga tengah atas kupake libby nya hati merah,,
5054,2024,"Kak mau nyaranin klo masih kecil jgan di bawa jalan"", jauh dlu",kak saran kalo bawa jalan,,
5055,2024,kliling komplek perumahan kl aku??,kliling komplek rumah kalo wajah menang,,
5056,2024,Sophia baru nongol ke bumi udah bisa keliling dunia?? gua hanya sebatas whistlist??,sophia nongol bumi keliling dunia wajah menang keras gua batas whistlist moa,,
5057,2024,Buat 1x pake itu ??,x pakai wajah gembira urai air mata,,
5058,2024,Bajunya sopia sekali pake langsung buang??,baju sopia pakai langsung buang wajah gembira urai air mata,,
5059,2024,Tinggal satu tempat yang pasti tidak di kunjungi..,tinggal kunjung,,
5060,2024,"Kak @siscakohl baju sophia yg gak kepake krim dong ke aku , mau punya baby girl pasti",kak baju sophia kepake krim baby girl,,
5061,2024,"Mau donk baju bayi ny kak, semoga rezeki calon beby boy aku aamiin????",baju bayi nya kak moga rezeki calon beby boy amin wajah senyum dengan hati wajah malaikat,,
5062,2024,Baju aja bersertivikat anjay,baju bersertivikat anjay,,
5063,2024,"@mos.pianist emang endorse, dan makin halus, ngobrol2 dulu mrk ramean ????",pianist endorse halus ngobrol ramean wajah menang keras wajah gembira urai air mata,,
5064,2024,Masya Allah baju nya cantik" ka..,masya allah baju nya cantik kak,,
5065,2024,Libby punya bayiku udh kekecilan aja ??,libby bayi kecil wajah senyum dengan air mata,,
5066,2024,Aku mau ka baju ank" ku buat 2 cewek terimakasih @siscakohl @daviid___dani,kak baju anak ku cewek terimakasih,,
5067,2024,Bismilah dapat thr sama kak sisca kol buat jualan cincin ami,bismilah thr kak sisca kol jual cincin ami,,
5068,2024,Sophia keliling dunia aku keliling rumah,sophia keliling dunia keliling rumah,,
5069,2024,Lucu banget. . . Sofia masih bayi sudah keliling dunia??,lucu banget sofia bayi keliling dunia wajah senyum lebar mata hati,,
5070,2024,Aku malah di rumah aja??????,rumah wajah menang keras wajah menang keras wajah menang keras,,
5071,2024,Sopia keliling dunia lah aku bolak balik teras rumah aja ??,sopia keliling dunia bolak teras rumah wajah gembira urai air mata,,
5072,2024,bismilah semoga sya bisa dikasih hp sma ka sisca untuk ibu sya dan suami sya narik ??? lancar rejekinya org baik @siscakohl,bismilah moga kasih hp kak sisca suami tarik hati merah lancar rejekinya orang,,
5073,2024,"Sophia ud mau keliling dunia, gw masih di kelilingi kerjaan",sophia keliling dunia gue keliling kerja,,
5074,2024,keren banget,keren banget,,
5075,2024,@fitriyah.n.k makk??????,nke mak wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
5076,2024,Gak terasa sisca sudah jadi emak emak,sisca emak emak,,
5077,2024,"@raasyidaf_ endor,,",endor,,
5078,2024,Aku keliling kota aja susah,keliling kota susah,,
5079,2024,Liburan keliling taman anak gua mh sis??,libur keliling taman anak gua mah sis wajah gembira urai air mata,,
5080,2024,"Kak mau dong baju nya Sophia yg udh tdk terpakai ,kebetulan anak aku cewe, Febuari mau lahiran tapi belum bisa beli apa"" kak",kak baju nya sophia pakai anak cewek febuari lahir beli kak,,
5081,2024,@fitriyah.n.k anaku ajak keliling rumah udah seneng,nke ana ajak keliling rumah senang,,
5082,2024,Keliling Jakarta aja gua gapernah anjir,keliling jakarta gua anjir,,
5083,2024,@puri_gwsm olahraga ??,olahraga wajah gembira urai air mata,,
5084,2024,Lucu2 ya.. tpi alangkah baik nya baju bayi jangan banyak2 soalnya gak kepake lama ????,luculucu ya alangkah nya baju bayi banyakbanyak kepake lipat tangan wajah senyum dengan mata bahagia,,
5085,2024,Sophia masih kecil paspornya udah full ??,sophia paspor ful angkat tangan,,
5086,2024,"Sopia keliling dunia,,aku keliling rumah",sopia keliling dunia aku keliling rumah,,
5087,2024,"Anakku juga cewek sis, lungsuran sopia gapapa kirim ke yang membutuhkan contohnya aku gitu??",anak cewek sis lungsur sopia gapapa kirim butuh contoh wajah senyum dengan hati,,
5088,2024,Baju bayikkk SNI ??,baju bayik sni wajah menang,,
5089,2024,Dia bayi udah bisa keliling dunia lah aku keliling rumah??,bayi keliling dunia keliling rumah wajah gembira urai air mata,,
5090,2024,Ayok kita kembaraannn??,ayok kembara wajah gembira urai air mata,,
5091,2024,Dia cuma endors doang kalo pake baju nya ga yg itu??,endors doang kalo pakai baju nya wajah gembira urai air mata,,
5092,2024,@haniallsssss ??????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
5093,2024,"Kak kalo udah bosen sama baju nya boleh buat aku aja ya,",kak kalo bosan baju nya ya,,
5094,2024,Ahhh gemoy2 baju nya ????,ah gemoy baju nya wajah senyum lebar mata hati wajah senyum lebar mata hati,,
5095,2024,Sophia umur 1 bulanan udh keliling dunia aku umur segitu cuma keliling komplek ??,sophia umur bulan keliling dunia umur segitu keliling komplek wajah senyum lebar,,
5096,2024,"Mereka keliling dunia, gua keliling rumah",keliling dunia gua keliling rumah,,
5097,2024,Keliling pasar aj,keliling pasar,,
5098,2024,@lidia_pramita ??,wajah gembira urai air mata,,
5099,2024,Sophia aku kanngen video kamuuuu?? kok dh ga nonngol lagiii,sophia kanngen video kamu dah nonngol,,
5100,2024,@putriwindiaulia ?? keep strong ya bund,wajah menang keep strong ya bunda,,
5101,2024,@raasyidaf_ blm punya anak ya makanya ga ngerti ini konten apa,anak ya erti konten,,
5102,2024,Ka tdi pgi sy dpt meseger dri admin kk kt nya sy dpt give way bener ga ka?? Sy d suruh transfer duit dlu,kak pagi meseger admin nya give way kak suruh transfer duit,,
5103,2024,Sofia sus ikut dong sofiaaa,sofia sus sofia,,
5104,2024,@fitriyah.n.k ngepett??,nke ngepet wajah menang keras,,
5105,2024,"Baju sofia bersertifikat, baju aju ada merek nya di belakang leher berasa gatel dan pengen ngopotin wkwkw beda emang sofia mah bukan kaleng kaleng pokonya??",baju sofia sertifikat baju aju merek nya leher asa gatel pengin ngopotin wkwkw beda sofia mah kaleng kaleng pokok wajah gembira urai air mata,,
5106,2024,"Anakku jugak...???? rute dari kamar, depan tipi, dapur, ruang tamu, balek lagi dapur, singgah kamar mandi, ke teras, menuju kamar lagi ????????",anak wajah senyum lebar mata hati wajah senyum lebar mata hati rute kamar tipi dapur ruang tamu balek dapur singgah kamar mandi teras kamar wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
5107,2024,"@atin2955 keliling dunia udah biasa, keliling akhirat baru luar biasa ??",keliling dunia keliling akhirat wajah menang,,
5108,2024,Akhirnya ada barangku yg sama ama siscaa???? anaku pake libby ya biarpun keitung jari yg merk ini wkwk,barang sisca wajah gembira urai air mata wajah gembira urai air mata ana pakai libby ya biarpun keitung jari merk wkwk,,
5109,2024,Sophia: semua aku dirayakan ??,sophia raya notnot musik,,
5110,2024,Aku yg udah emak anak 2 cuma bisa keliling rumah aja ??,emak anak keliling rumah wajah gembira urai air mata,,
5111,2024,Mau dong baju nya buat baby ku,baju nya baby ku,,
5112,2024,Mbak nek wes ra kanggo tak pekke wae.,mbak nek wes ra kanggo pekke wae,,
5113,2024,Sophia keliling dunia gua keliling rmh-_,sophia keliling dunia gua keliling rumah,,
5114,2024,Shopia bayi udah keliling dunia aku udah umur segini keliling rumah aja setiap hari,shopia bayi keliling dunia umur gin keliling rumah,,
5115,2024,Iya kak ayo kita kembaran ??,iya kak ayo kembar wajah menang,,
5116,2024,Sofea umur segitu udah keliling dunia aku umur 20 masih keliling rumah ??,sofea umur segitu keliling dunia umur keliling rumah wajah lega,,
5117,2024,Baru tau baju ada SNI nya??,tau baju sni nya wajah menang keras,,
5118,2024,@teteh_farah kalau aku laundry kak,laundry kak,,
5119,2024,Aku tiap hari keliling lapangan bola????,keliling lapang bola wajah menang wajah menang,,
5120,2024,sophia keliling dunia gw keliling bermuda awokwokwok,sophia keliling dunia gue keliling muda awokwokwok,,
5121,2024,"Sophia keliling dunia , aku kepala nya yg muter keliling ??",sophia keliling dunia kepala nya muter keliling wajah balik,,
5122,2024,"Jangan dulu keliling dunia harusnya ,soalnya pas gede pasti lupa",keliling dunia pas gede lupa,,
5123,2024,Siska: ayok kita kembaran,siska ayok kembar,,
5124,2024,Coba aja klo ngg d pake lagi d hibahkan?????,coba kalo ng pakai hibah hati merah wajah senyum lebar mata hati,,
5125,2024,@ukariahsapriati_ sekali nya muncul keliling dunia nii.. Emg kita keliling mangun jayee wkwkwk,nya muncul keliling dunia nih keliling mangun jaye wkwkwk,,
5126,2024,Keliling dunia??,keliling dunia wajah senyum lebar mata hati,,
5127,2024,@teteh_farah ada mesin cuci kek nyy,mesin cuci kayak nya,,
5128,2024,Aku keliling komplek aja mikir 2x,keliling komplek mikir x,,
5129,2024,Ayo kita kembaran?? gada uang,ayo kembar wajah menang keras uang,,
5130,2024,Sophia keliling dunia lah gua cuman rebahan dikasur ????,sophia keliling dunia gua cuman rebah kasur wajah gembira urai air mata wajah gembira urai air mata,,
5131,2024,"Sophia keliling dunia , aku keliling rumah sambil gendong anak ??",sophia keliling dunia keliling rumah gendong anak wajah gembira dengan mata bahagia,,
5132,2024,ada offline store nya gak ya ? @libbybaby,offline store nya ya,,
5133,2024,"@desyeka_s  org kaya beli dong bjunya,nahan amat",orang kayak beli bjunya tahan,,
5134,2024,"Sayang bgt pdhl baby nya blm ngertiii jauh2han jg, tp kn ini sisca yakk duitnya bnyk wkwk",sayang banget baby nya erti jauhhan sisca ya duit wkwk,,
5135,2024,Akhirnya ada yg bisa samaan kaya sisca baju anaku jg libby yg harganya gak mahal2 bgt buat aku ??????,sama kayak sisca baju ana libby harga mahal banget wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
5136,2024,Semoga rezki anak ku yha buat beli yg kayak ngitu,moga rezeki anak ku ya beli kayak ngitu,,
5137,2024,Cantik bgt ka siska ??????,cantik banget kak siska wajah menang keras wajah menang keras wajah menang keras,,
5138,2024,Magic Stroller nya cantik banget,magic stroller nya cantik banget,,
5139,2024,"Hi @siscakohl , we are archsign provide interior dan exterior design. If you need consultation its free. Thank you ??",hi we are archsign provide interior exterior design if you need consultation its fre thank you wajah senyum lebar mata hati,,
5140,2024,ini mau jalan? apa review stroller ????,jalan review stroller wajah menang wajah gembira urai air mata,,
5141,2024,Sekali Gus beli stoler 4 baru juga anak 1,gus beli stoler anak,,
5142,2024,Boleh lah kalo di kasih 1 ?????,kalo kasih wajah senyum lebar mata hati hati merah,,
5143,2024,Malah mikirin ini yg bayar ke siska berapa???????,pikir bayar siska wajah menang keras wajah gembira dengan mata bahagia tertawa terbahakbahak,,
5144,2024,@sugarbaby.co.id kepengen juga buat anak gemoy ku umur 5th 33kg????,cowokid ken anak gemoy ku umur th kg wajah senyum lebar mata hati wajah senyum lebar mata hati,,
5145,2024,Sis @siscakohl stroller yg paling murah yg mana? Giveaway 1 ke aku sini ??,sis stroller murah giveaway wajah gembira urai air mata,,
5146,2024,Aku lebih suka yang tahun lalu sama sodaranya lebih asik yang mukbang,suka sodaranya asik mukbang,,
5147,2024,Bagi dong kak. Belum punya stroller nih,kak stroller nih,,
5148,2024,Ini beneran di pake gak yah?,benar pakai ya,,
5149,2024,"Pengen punya ????bismillah dapet buat anak ku,????",pengin lipat tangan warna kulit cerah bismillah anak ku lipat tangan warna kulit cerah,,
5150,2024,kak mau lihat sophia,kak lihat sophia,,
5151,2024,Stroller nya buat anaku aja ??,stroller nya ana wajah menang,,
5152,2024,mahal ya,mahal ya,,
5153,2024,Kak mau tanya klo stroller buat anak 4thn tpi jalannya jelek yang bagus apa ya kak???,kak kalo stroller anak thn jalan jelek bagus ya kak,,
5154,2024,semoga dapat stollernya aminn,moga stollernya amin,,
5155,2024,No gendong gak tuh??,no gendong tuh wajah gembira urai air mata,,
5156,2024,"Boleh kirim ke aku satu Kak, bakal diterima banget beneran",kirim kak terima banget benar,,
5157,2024,Bagi satu dong Siska buat anak aku ??,siska anak wajah gembira urai air mata,,
5158,2024,Rumahnya kok biasa aja sis? justin duitnya ga banyak kah?,rumah sis justin duit kah,,
5159,2024,@cha_ca2105 siapa tau??,tau wajah gembira urai air mata,,
5160,2024,Centang biru ya mana??,centang biru ya wajah menang,,
5161,2024,Jgnlah nanti saya diserang bertubi tubi ??,jgnlah serang tubi tubi tertawa terbahakbahak,,
5162,2024,@anggibellar yg sebelah itu siapa mbak? Asli kepo ??,belah mbak asli kepo wajah senyum lebar dan mejam mata,,
5163,2024,Habis lahiran tambah cantik ya @siscakohl ??,habis lahir cantik ya wajah senyum lebar mata hati,,
5164,2024,Cantik dan sopan sekaliiiiii??,cantik sopan wajah senyum lebar mata hati,,
5165,2024,@ag_ungrynto inget kata agnes " sekali job klo bisa sampe 5thn knp nggak??,agnes job kalo thn wajah gembira urai air mata,,
5166,2024,"""Aku suka banget""",suka banget,,
5167,2024,Semoga suatu saat bisa beli buat anak???,moga beli anak hati merah,,
5168,2024,"Pengen dapat hadiah stroller nya ,soalnya bentar lagi lahiran .semoga beruntung????@siscakohl",pengin hadiah stroller nya bentar lahir moga untung tangan angkat dan rapat sama lipat tangan,,
5169,2024,@donnyiss tnya juga sama kluarga rafi nagita,keluarga rafi nagita,,
5170,2024,Cewek sekaya raya dan secantik @siscakohl ajaa sederhana dan sopan banget... lah kitaaaaa dari kaum B ajaaa kebanyakan gayaaa,cewek kaya raya cantik sederhana sopan banget kaum b banyak gaya,,
5171,2024,@irvanpiansah aku engga tuh,tuh,,
5172,2024,@donnyiss lu kata cr kaga di endors wkwkw,lu kagak endors wkwkw,,
5173,2024,Bagi2 storller dong kk @siscakohl @sugarbaby.co.id???,bagibagi storller cowokid hati merah,,
5174,2024,@me_mikaaaa oh iyakah,oh iya,,
